Wall time,Step,Value
1702558213.8252232,215,0.0
1702558216.3821282,840,0.0
1702558217.6202419,1150,0.0
1702558222.5369964,2375,0.0
1702558223.7730076,2685,0.0
1702558224.6376681,2900,0.0
1702558224.7771404,2935,0.0
1702558226.0169437,3240,0.0
1702558229.2681062,4045,0.0
1702558233.4624052,5075,0.0
1702558239.9426515,6670,0.0
1702558240.9863715,6930,0.0
1702558242.0174744,7185,0.0
1702558248.05686,8675,0.0
1702558248.1151116,8690,0.0
1702558250.9331808,9390,0.0
1702558259.5749066,11540,0.0
1702558261.213641,11950,0.0
1702558263.1478333,12430,0.0
1702558263.1682942,12435,0.0
1702558267.1854336,13430,0.0
1702558278.1426826,16155,0.0
1702558278.4564497,16235,0.0
1702558279.628802,16530,0.0
1702558285.9501357,18095,0.0
1702558285.98927,18105,0.0
1702558299.9580364,21590,0.0
1702558301.6191375,22005,0.0
1702558303.4791756,22465,0.0
1702558303.8183959,22550,0.0
1702558313.1293902,24860,1.0
1702558316.437324,25675,1.0
1702558320.7151027,26730,1.0
1702558328.3359046,28620,1.0
1702558332.0473423,29540,1.0
1702558333.6930866,29955,1.0
1702558337.9311097,31005,1.0
1702558347.9848242,33500,1.0
1702558348.2262309,33560,1.0
1702558351.092055,34275,1.0
1702558353.3550856,34835,1.0
1702558357.2258384,35780,2.0
1702558363.3650198,37305,2.0
1702558363.425535,37320,2.0
1702558370.177407,38995,2.0
1702558370.8668404,39170,2.0
1702558375.60038,40335,2.0
1702558377.8894851,40905,2.0
1702558378.7235112,41110,2.0
1702558384.328507,42495,2.0
1702558384.5282876,42545,2.0
1702558391.9273424,44395,2.0
1702558393.0655081,44680,2.0
1702558399.6134486,46305,2.0
1702558403.845972,47345,2.0
1702558405.5896442,47775,2.0
1702558408.558026,48495,2.0
1702558422.6697915,52000,2.0
1702558424.2701511,52400,2.0
1702558425.1292157,52615,2.0
1702558432.8569164,54530,2.0
1702558434.093132,54835,2.0
1702558435.1611204,55105,2.0
1702558445.4919345,57665,2.0
1702558446.1669188,57835,2.0
1702558454.2334218,59850,2.0
1702558454.3313947,59875,2.0
1702558458.1600823,60825,2.0
1702558460.7074237,61455,2.0
1702558472.5578063,64390,3.0
1702558475.7722256,65175,3.0
1702558476.331028,65310,3.0
1702558487.7198012,68105,3.0
1702558501.39117,71475,3.0
1702558508.959475,73345,3.0
1702558511.2361724,73900,3.0
1702558513.1409209,74370,3.0
1702558525.3454773,77370,3.0
1702558531.261959,78825,3.0
1702558538.422122,80585,3.0
1702558553.4665542,84290,3.0
1702558557.7898457,85335,3.0
1702558558.4120443,85490,3.0
1702558562.8557265,86590,3.0
1702558563.302834,86700,3.0
1702558567.483432,87720,3.0
1702558567.7677865,87790,3.0
1702558585.907542,92260,4.0
1702558607.992984,97660,4.0
1702558610.205961,98205,4.0
1702558612.052024,98660,4.0
1702558617.4175844,99980,4.0
1702558618.5914524,100270,4.0
1702558618.7748227,100315,4.0
1702558622.5324275,101225,4.0
1702558624.123716,101620,4.0
1702558626.5323029,102205,4.0
1702558628.548316,102700,4.0
1702558629.3495061,102895,4.0
1702558633.4193385,103900,4.0
1702558633.4798477,103915,4.0
1702558634.9476867,104280,4.0
1702558639.4577594,105405,4.0
1702558640.7304416,105725,4.0
1702558642.5212176,106165,4.0
1702558644.2697833,106600,4.0
1702558654.9995656,109245,4.0
1702558663.0954742,111230,4.0
1702558664.781686,111655,4.0
1702558665.341129,111795,4.0
1702558681.0899103,115695,4.0
1702558681.2897997,115745,4.0
1702558684.0737267,116435,4.0
1702558685.5984566,116810,4.0
1702558686.9101918,117140,4.0
1702558689.1860723,117705,4.0
1702558691.8328393,118355,5.0
1702558692.4571624,118510,5.0
1702558701.4479427,120740,5.0
1702558704.199499,121415,5.0
1702558704.2409308,121425,5.0
1702558705.0097437,121615,5.0
1702558711.1304262,123110,5.0
1702558713.3070018,123640,5.0
1702558717.5321097,124675,5.0
1702558724.0301626,126270,5.0
1702558726.7976136,126960,5.0
1702558735.2953858,129065,5.0
1702558735.9837887,129240,5.0
1702558737.4622583,129610,5.0
1702558745.1493342,131520,5.0
1702558755.0521884,133990,5.0
1702558755.0719984,133995,5.0
1702558762.2702568,135775,5.0
1702558769.367742,137530,5.0
1702558771.3387384,138020,5.0
1702558772.0521822,138195,5.0
1702558775.8393223,139130,5.0
1702558777.69732,139585,6.0
1702558788.2750914,142195,6.0
1702558790.4328148,142720,6.0
1702558799.188474,144855,6.0
1702558799.735906,144985,6.0
1702558801.0997715,145315,6.0
1702558803.9227555,146010,7.0
1702558805.206328,146320,7.0
1702558809.4659712,147360,7.0
1702558812.2967207,148060,8.0
1702558816.7635546,149150,8.0
1702558820.3208268,150030,8.0
1702558820.8465157,150160,8.0
1702558823.7747467,150875,8.0
1702558826.878064,151640,8.0
1702558829.7588484,152355,8.0
1702558832.6829307,153065,8.0
1702558834.6016142,153535,8.0
1702558834.8818293,153605,8.0
1702558848.8827403,157035,8.0
1702558849.639513,157220,8.0
1702558858.5438693,159405,8.0
1702558859.666038,159685,8.0
1702558865.1494195,161040,8.0
1702558869.7580276,162180,8.0
1702558871.929021,162715,8.0
1702558874.2568939,163290,8.0
1702558876.3792427,163815,8.0
1702558879.0456684,164475,9.0
1702558879.2070007,164515,9.0
1702558881.9274013,165175,9.0
1702558884.922309,165910,9.0
1702558888.8571525,166880,9.0
1702558889.421788,167020,9.0
1702558896.2241418,168690,9.0
1702558896.472081,168750,9.0
1702558897.207144,168930,9.0
1702558898.3366103,169200,9.0
1702558899.089601,169385,9.0
1702558899.848498,169570,9.0
1702558902.3779502,170185,9.0
1702558909.016824,171815,9.0
1702558912.2952127,172630,9.0
